UNIT CODE,COM,GEO,PROJECT,PHASE,SUB PHASE,BATCH,UNIT TYPE,LOT AREA,FLOOR AREA,TCP,VAT,TCP w/o VAT,ESTIMATED TURNOVER DATE,S HOUSECON,SU & INVENTORY,APPLICABLE TERM,HOUSE CON TAG,,
B024L016,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L017,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L018,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L019,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L020,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END CORNER,96,40,"3,441,541",,"3,441,541",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L021,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END CORNER,97,40,"3,462,986",,"3,462,986",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L022,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L023,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L024,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L025,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L026,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L027,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L028,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L029,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B024L030,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END,66,40,"2,693,181",,"2,693,181",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L011,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END,66,40,"2,693,181",,"2,693,181",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L012,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L013,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L014,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L015,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L016,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L017,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L018,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L019,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404.00",,"2,296,404",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L020,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END CORNER,96,40,"3,441,541.00",,"3,441,541",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L021,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END CORNER,97,40,"3,462,986",,"3,462,986",Apr-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L022,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",May-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L023,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",May-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L024,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",May-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L025,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",May-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L026,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",May-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L027,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",May-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B025L029,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,44,40,"2,296,404",,"2,296,404",May-27,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B026L001,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END CORNER,106,40,"4,187,333",,"4,187,333",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L002,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,48,40,"2,730,840",,"2,730,840",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L003,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,48,40,"2,730,840",,"2,730,840",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L004,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,48,40,"2,730,840",,"2,730,840",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L005,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,48,40,"2,730,840",,"2,730,840",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L006,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END,66,40,"3,085,698",,"3,085,698",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L007,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END,66,40,"3,085,698",,"3,085,698",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L008,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,48,40,"2,730,840",,"2,730,840",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L009,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,48,40,"2,730,840",,"2,730,840",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L010,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END,66,40,"3,085,698",,"3,085,698",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L011,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END,66,40,"3,085,698",,"3,085,698",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L012,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END,78,40,"3,379,911",,"3,379,911",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L013,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END,67,40,"3,110,191",,"3,110,191",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L014,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END,66,40,"3,085,698",,"3,085,698",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L015,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END,66,40,"3,085,698",,"3,085,698",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L016,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,48,40,"2,730,840",,"2,730,840",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L017,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,48,40,"2,730,840",,"2,730,840",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L018,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,48,40,"2,730,840",,"2,730,840",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L019,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,48,40,"2,730,840",,"2,730,840",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L020,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END,66,40,"3,085,698",,"3,085,698",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L021,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END,66,40,"3,085,698",,"3,085,698",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L022,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,48,40,"2,730,840",,"2,730,840",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L023,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA MID,48,40,"2,730,840",,"2,730,840",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L024,PPHI,NOMA2,MAGALANG EAST,1,A,3,CALISTA END CORNER,107,40,"4,211,925",,"4,211,925",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B003L014,PPHI,SOMA2,MAGALANG EAST,1,B,1,UNNA REGULAR,99,54,"4,345,903","434,593.23","3,911,310",Nov-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG,
B004L010,PPHI,SOMA2,MAGALANG EAST,1,B,1,UNNA REGULAR,92,54,"3,666,018",-,"3,666,018",Nov-27,0%,0%,CANCELLED,RSBS SAME DAY,YELLOW TAG,
B010L003,PPHI,SOMA2,MAGALANG EAST,1,A,2,CALISTA MID,44,40,"2,165,713",,"2,165,713",Sep-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG,
B010L004,PPHI,SOMA2,MAGALANG EAST,1,A,2,CALISTA MID,44,40,"2,165,713",,"2,165,713",Sep-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG,
B020L009,PPHI,SOMA2,MAGALANG EAST,1,A,2,CALISTA MID,44,40,"2,247,030",,"2,247,030",Apr-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG,
B020L013,PPHI,SOMA2,MAGALANG EAST,1,A,2,CALISTA MID,44,40,"2,247,030",,"2,247,030",Apr-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG,
B020L015,PPHI,SOMA2,MAGALANG EAST,1,A,2,CALISTA MID,44,40,"2,186,042",,"2,186,042",Apr-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG,
B020L019,PPHI,SOMA2,MAGALANG EAST,1,A,2,CALISTA MID,44,40,"2,186,042",,"2,186,042",Apr-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG,
B020L033,PPHI,SOMA2,MAGALANG EAST,1,A,2,CALISTA MID,44,40,"2,033,523",,"2,033,523",Mar-27,12%,12%,Fallout,MEMO TERM,YELLOW TAG,
B020L036,PPHI,SOMA2,MAGALANG EAST,1,A,2,CALISTA MID,44,40,"2,033,523",,"2,033,523",Mar-27,12%,12%,Fallout,MEMO TERM,YELLOW TAG,
B020L048,PPHI,SOMA2,MAGALANG EAST,1,A,2,CALISTA MID,44,40,"2,033,523",,"2,033,523",Mar-27,12%,12%,Fallout,MEMO TERM,YELLOW TAG,
B020L052,PPHI,SOMA2,MAGALANG EAST,1,A,2,CALISTA MID,44,40,"2,033,523",,"2,033,523",Apr-27,12%,12%,Fallout,MEMO TERM,YELLOW TAG,
B023L002,PPHI,SOMA2,MAGALANG EAST,1,A,1,CALISTA MID,44,40,"1,993,603",,"1,993,603",Feb-27,60%,60%,Fallout,MEMO TERM,RED TAG,
B023L009,PPHI,SOMA2,MAGALANG EAST,1,A,1,CALISTA MID,44,40,"1,993,603",,"1,993,603",Feb-27,60%,60%,Fallout,MEMO TERM,RED TAG,
B024L005,PPHI,SOMA2,MAGALANG EAST,1,A,1,CALISTA MID,44,40,"1,993,603",,"1,993,603",Jan-27,60%,60%,Fallout,MEMO TERM,RED TAG,
B025L001,PPHI,SOMA2,MAGALANG EAST,1,A,1,CALISTA END CORNER,95,40,"3,065,163",,"3,065,163",Jan-27,60%,60%,CANCELLED,RSBS SAME DAY,RED TAG,
B025L008,PPHI,SOMA2,MAGALANG EAST,1,A,1,CALISTA MID,44,40,"2,053,483",,"2,053,483",Jan-27,60%,60%,Fallout,MEMO TERM,RED TAG,
B025L035,PPHI,SOMA2,MAGALANG EAST,1,A,1,CALISTA MID,44,40,"2,053,483",,"2,053,483",Jan-27,60%,60%,Fallout,MEMO TERM,RED TAG,
B001L011,PPHI,SOMA2,MAGALANG EAST,1,B,2,UNNA REGULAR,118,54,"4,909,672","490,968.48","4,418,704",Jan-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG,
B001L038,PPHI,SOMA2,MAGALANG EAST,1,B,2,UNNA CORNER,149,54,"5,607,500","560,753.60","5,046,747",Jan-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG,
B002L001,PPHI,SOMA2,MAGALANG EAST,1,B,2,UNNA REGULAR,152,54,"5,562,274","556,229.37","5,006,045",Jan-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG,
B016L004,PPHI,SOMA2,MAGALANG EAST,1,C,1,UNNA REGULAR,88,54,"3,369,018",-,"3,369,018",Feb-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG,
B016L006,PPHI,SOMA2,MAGALANG EAST,1,C,1,UNNA REGULAR,88,54,"3,369,018",-,"3,369,018",Feb-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
