Unit Code,GEO,PROJECT,PHASE,SUB PHASE,BATCH,UNIT TYPE,LOT AREA,FLOOR AREA,TCP,VAT,TCP w/o VAT,ETD,S HOUSECON,SU & INVENTORY,APPLICABLE TERM,HOUSECON REMARKS,
B020L013,NOMA1,GAPAN,1,,6,CALISTA MID,44,40,"2,018,139",-,"2,018,139",Sep-27,60%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG
B020L014,NOMA1,GAPAN,1,,6,CALISTA MID,44,40,"2,018,139",-,"2,018,139",Sep-27,60%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG
B020L015,NOMA1,GAPAN,1,,6,CALISTA MID,44,40,"2,018,139",-,"2,018,139",Sep-27,60%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG
B020L016,NOMA1,GAPAN,1,,6,CALISTA MID,44,40,"2,018,139",-,"2,018,139",Sep-27,60%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG
B020L017,NOMA1,GAPAN,1,,6,CALISTA MID,44,40,"2,018,139",-,"2,018,139",Sep-27,60%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG
B001L003,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,134,40,"5,214,491",-,"5,214,491",May-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B001L004,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,95,40,"4,071,101",-,"4,071,101",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B001L012,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,90,40,"3,924,572",-,"3,924,572",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B001L013,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,120,40,"4,804,048",-,"4,804,048",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B001L044,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,113,40,"4,598,827",-,"4,598,827",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B002L002,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,57,40,"2,789,902",-,"2,789,902",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B002L004,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,66,40,"3,053,815.00",-,"3,053,815.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B002L005,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,71,40,"3,200,344.00",-,"3,200,344.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B002L006,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,72,40,"3,229,690.00",-,"3,229,690.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B002L007,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,71,40,"3,200,344.00",-,"3,200,344.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B002L008,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,103,40,"4,305,668.00",-,"4,305,668.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B005L005,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,66,40,"3,252,654.00",-,"3,252,654.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B005L006,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,48,40,"2,551,615.00",-,"2,551,615.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B005L007,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,48,40,"2,551,615.00",-,"2,551,615.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B005L010,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END CORNER,102,40,"4,318,777.00",-,"4,318,777.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B005L011,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END CORNER,136,40,"5,325,561.00",-,"5,325,561.00",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B005L012,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,48,40,"2,551,615.00",-,"2,551,615.00",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B005L013,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,48,40,"2,551,615.00",-,"2,551,615.00",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B005L014,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,48,40,"2,551,615.00",-,"2,551,615.00",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B005L015,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,48,40,"2,551,615.00",-,"2,551,615.00",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B005L016,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,66,40,"3,252,654.00",-,"3,252,654.00",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B006L004,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,61,40,"3,089,743.00",-,"3,089,743.00",May-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B006L005,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,61,40,"3,089,743.00",-,"3,089,743.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B006L013,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B006L016,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,61,40,"3,089,743.00",-,"3,089,743.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B006L017,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,61,40,"3,089,743.00",-,"3,089,743.00",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B006L018,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B007L008,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END CORNER,93,40,"4,052,197.00",-,"4,052,197.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B007L010,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B007L011,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B007L012,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B007L013,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B007L014,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B007L015,NOMA1,PANDI EXPANSION,4,B,6,CALISTA END,61,40,"3,089,743.00",-,"3,089,743.00",Jun-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B007L017,NOMA1,PANDI EXPANSION,4,B,6,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",May-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B042L032,SOMA1,NAIC,2,B,B1,CALISTA END,165,40,"4,806,001.00",-,"4,806,001.00",Feb-26,12%,12%,OPEN,MEMO TERM,YELLOW TAG
B014L001,SOMA1,GEN TRI,3,B,2,UNNA CORNER,122,54,"5,691,049.00","569,105.23","5,121,943.77",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B014L012,SOMA1,GEN TRI,3,B,2,UNNA REGULAR,132,54,"5,411,760","541,185.05","4,870,575",Dec-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B046L004,SOMA1,NAIC,2,A,B2,CALISTA MID,44,40,"2,218,570",-,"2,218,570",Jul-26,12%,12%,Cancelled,RSBS WITHIN THE MONTH,YELLOW TAG
B050L060,SOMA1,NAIC,2,A,B3,CALISTA MID,44,40,"2,218,570",-,"2,218,570",Nov-26,12%,12%,OPEN,MEMO TERM,YELLOW TAG
B021L006,SOMA1,NAIC,1,B,B1,CALISTA MID,44,40,"2,218,570",-,"2,218,570",Aug-28,67%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG
B021L086,SOMA1,NAIC,1,B,B1,CALISTA MID,44,40,"2,285,098",-,"2,285,098",Sep-28,60%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG
B010L018,NOMA1,PANDI EXPANSION,4,A,2,CALISTA MID,48,40,"2,526,089",-,"2,526,089",Mar-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B026L053,NOMA1,GAPAN,1,,1,CALISTA MID,44,40,"1,969,092",-,"1,969,092",Jul-26,100%,80%,REOPEN,RSBS WITHIN THE MONTH,RED TAG
B026L028,NOMA1,GAPAN,1,,2,CALISTA MID,44,40,"1,940,047",-,"1,940,047",Aug-26,100%,80%,REOPEN,RSBS WITHIN THE MONTH,RED TAG
B028L009,SOMA1,NAIC,1,A,B2,CALISTA MID,44,40,"2,218,570",-,"2,218,570",Feb-25,100%,80%,Cancelled,RSBS WITHIN THE MONTH,RED TAG
B026L038,SOMA1,NAIC,1,A,B3,CALISTA MID,44,40,"2,218,570.00",-,"2,218,570.00",Sep-25,100%,80%,Cancelled,RSBS WITHIN THE MONTH,RED TAG
B025L046,NOMA1,GAPAN,1,,2,CALISTA MID,44,40,"1,940,047.00",-,"1,940,047.00",Jan-27,100%,80%,Backout,RSBS WITHIN THE MONTH / SHOULD BE WITH RF AND SPOT PAYMENT UPON HOLDING,RED TAG
B026L015,NOMA1,GAPAN,1,,2,CALISTA MID,44,40,"1,940,047.00",-,"1,940,047.00",Jan-27,100%,80%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B022L001,NOMA1,GAPAN,1,,4,CALISTA END CORNER,97,40,"3,088,898.00",-,"3,088,898.00",Jul-27,75%,60%,Backout,RSBS WITHIN THE MONTH / SHOULD BE WITH RF AND SPOT PAYMENT UPON HOLDING,RED TAG
B022L002,NOMA1,GAPAN,1,,4,CALISTA MID,47,40,"2,025,752",-,"2,025,752",Jul-27,70%,60%,Backout,RSBS WITHIN THE MONTH,RED TAG
B022L023,NOMA1,GAPAN,1,,4,CALISTA END CORNER,154,40,"4,165,333",-,"4,165,333",Jul-27,70%,60%,Backout,RSBS WITHIN THE MONTH / SHOULD BE WITH RF AND SPOT PAYMENT UPON HOLDING,RED TAG
B023L014,NOMA1,GAPAN,1,,4,CALISTA END,100,40,"3,109,445",-,"3,109,445",Jul-27,80%,60%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B020L023,NOMA1,GAPAN,1,,5,CALISTA MID,44,40,"1,998,237",-,"1,998,237",Aug-27,60%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG
B024L031,NOMA1,GAPAN,1,,Batch 3,CALISTA MID,44,40,"1,969,092.00",-,"1,969,092.00",Nov-27,80%,60%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B020L024,NOMA1,GAPAN,1,,Batch 5,CALISTA MID,44,40,"1,998,237.00",-,"1,998,237.00",Aug-27,60%,60%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B020L025,NOMA1,GAPAN,1,,Batch 5,CALISTA MID,44,40,"1,998,237.00",-,"1,998,237.00",Aug-27,60%,60%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B012L015,NOMA1,PANDI EXPANSION,4,A,Batch 1A,CALISTA MID,48,40,"2,551,615.00",-,"2,551,615.00",Jan-27,12%,12%,Fallout,MEMO TERM,YELLOW TAG
B021L096,SOMA1,NAIC,1,B,Batch 1,CALISTA MID,44,40,"2,285,098.00",-,"2,285,098.00",Oct-28,67%,60%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B020L054,SOMA1,NAIC,1,A,Batch 3,CALISTA MID,55,40,"2,461,941.00",-,"2,461,941.00",Apr-28,12%,12%,Fallout,MEMO TERM,YELLOW TAG
B051L036,SOMA1,NAIC,2,A,Batch 4,CALISTA MID,44,40,"2,218,570",-,"2,218,570",May-27,3%,3%,Fallout,MEMO TERM,YELLOW TAG
B010L004,NOMA1,PANDI EXPANSION,4,A,Batch 2,CALISTA END,66,40,"3,220,870.00",-,"3,220,870.00",Mar-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B020L042,NOMA1,GAPAN,1,,Batch 5,CALISTA MID,44,40,"1,940,047.00",-,"1,940,047.00",Dec-27,60%,60%,Fallout,RSBS WITHIN THE MONTH,YELLOW TAG
B009L010,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA END,75,40,"3,484,783.00",-,"3,484,783.00",May-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B011L034,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",Apr-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B021L018,SOMA1,NAIC,1,B,Batch 1,CALISTA MID,44,40,"2,218,570.00",-,"2,218,570.00",Aug-28,60%,60%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B023L029,SOMA1,NAIC,1,B,Batch 2,CALISTA MID,44,40,"2,218,570",-,"2,218,570",Dec-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B020L008,SOMA1,NAIC,1,B,Batch 2,CALISTA MID,60,40,"2,593,069.00",-,"2,593,069.00",Sep-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B029L005,NOMA1,GAPAN,1,,Batch 1,CALISTA MID,44,40,"1,969,092.00",-,"1,969,092.00",Jan-27,100%,80%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B008L019,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA MID,48,40,"2,551,615.00",-,"2,551,615.00",May-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B022L035,SOMA1,NAIC,1,B,Batch 2,CALISTA MID,44,40,"2,218,570.00",-,"2,218,570.00",Nov-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B022L009,SOMA1,NAIC,1,B,Batch 2,CALISTA MID,44,40,"2,251,884",-,"2,251,884",Nov-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B008L014,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA MID,48,40,"2,551,615",-,"2,551,615",May-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B023L003,SOMA1,NAIC,1,B,Batch 1,CALISTA MID,44,40,"2,218,570",-,"2,218,570",Oct-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B023L044,SOMA1,NAIC,1,B,Batch 1,CALISTA MID,44,40,"2,218,570.00",-,"2,218,570.00",Nov-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B009L023,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA MID,48,40,"2,526,089.00",-,"2,526,089.00",Apr-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B009L024,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA END,66,40,"3,220,870",-,"3,220,870",Apr-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B016L032,NOMA1,PANDI EXPANSION,4,A,Batch 1B,CALISTA MID,48,40,"2,742,911.00",-,"2,742,911.00",Jan-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B010L019,NOMA1,PANDI EXPANSION,4,A,Batch 2,CALISTA MID,48,40,"2,526,089",-,"2,526,089",Mar-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B008L021,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA MID,48,40,"2,551,615",-,"2,551,615",May-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B020L026,SOMA1,NAIC,1,B,Batch 2,CALISTA MID,50,40,"2,356,368.00",-,"2,356,368.00",Oct-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B044L046,SOMA1,NAIC,2,A,Batch 5,CALISTA MID,50,40,"2,344,613.00",-,"2,344,613.00",Mar-27,12%,12%,Fallout,MEMO TERM,YELLOW TAG
B051L037,SOMA1,NAIC,2,A,Batch 4,CALISTA MID,44,40,"2,218,570.00",-,"2,218,570.00",May-27,3%,3%,Fallout,MEMO TERM,YELLOW TAG
B022L033,SOMA1,NAIC,1,B,Batch 2,CALISTA MID,44,40,"2,218,570.00",-,"2,218,570.00",Nov-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B021L049,NOMA1,GAPAN,1,,Batch 5,CALISTA MID,44,40,"1,969,092.00",-,"1,969,092.00",Dec-27,60%,60%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B003L032,NOMA1,BALIWAG EXPANSION,4,,Batch 1A,CALISTA END,146,40,"5,623,346.00",-,"5,623,346.00",Jul-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B005L075,SOMA1,NAIC,1,B,Batch 1,CALISTA MID,50,40,"2,391,534.00",-,"2,391,534.00",Jul-28,65%,60%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B011L036,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",Apr-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B020L055,NOMA1,GAPAN,1,,Batch 5,CALISTA MID,44,40,"1,940,047",-,"1,940,047",Feb-27,60%,60%,Fallout,RSBS WITHIN THE MONTH,YELLOW TAG
B011L010,NOMA1,PANDI EXPANSION,4,A,Batch 3,CALISTA MID,44,40,"2,433,134",-,"2,433,134",Mar-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B009L018,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA MID,48,40,"2,526,089",-,"2,526,089",Apr-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B011L033,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",Apr-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B008L022,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA MID,48,40,"2,551,615.00",-,"2,551,615.00",May-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B010L016,NOMA1,PANDI EXPANSION,4,A,Batch 2,CALISTA MID,48,40,"2,526,089",-,"2,526,089",Mar-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B023L009,SOMA1,NAIC,1,B,Batch 1,CALISTA MID,44,40,"2,218,570",-,"2,218,570",Oct-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B023L028,SOMA1,NAIC,1,B,Batch 2,CALISTA MID,44,40,"2,218,570",-,"2,218,570",Dec-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B023L035,SOMA1,NAIC,1,B,Batch 2,CALISTA MID,44,40,"2,218,570",-,"2,218,570",Jan-29,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B021L012,NOMA1,GAPAN,1,,Batch 5,CALISTA MID,44,40,"1,998,237.00",-,"1,998,237.00",Feb-27,60%,60%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B021L019,NOMA1,GAPAN,1,,Batch 5,CALISTA MID,44,40,"1,998,237.00",-,"1,998,237.00",Dec-26,60%,60%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B016L030,NOMA1,PANDI EXPANSION,4,A,Batch 1B,CALISTA END,66,40,"3,490,633.00",-,"3,490,633.00",Jan-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B009L007,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA MID,52,40,"2,643,372.00",-,"2,643,372.00",May-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B020L055,SOMA1,NAIC,1,A,Batch 3,CALISTA MID,59,40,"2,546,459.00",-,"2,546,459.00",Apr-28,12%,12%,Fallout,MEMO TERM,YELLOW TAG
B020L006,SOMA1,NAIC,1,B,Batch 2,CALISTA END,176,40,"5,187,360.00",-,"5,187,360.00",Sep-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B023L043,SOMA1,NAIC,1,B,Batch 1,CALISTA MID,44,40,"2,218,570.00",-,"2,218,570.00",Nov-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B020L017,SOMA1,NAIC,1,B,Batch 2,CALISTA MID,53,40,"2,419,732.00",-,"2,419,732.00",Oct-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B022L016,SOMA1,NAIC,1,B,Batch 2,CALISTA END CORNER,162,40,"4,904,963.00",-,"4,904,963.00",Jan-29,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B058L001,SOMA1,NAIC,2,A,Batch 1,CALISTA END CORNER,135,40,"4,265,669.00",-,"4,265,669.00",May-26,12%,12%,Cancelled,RSBS WITHIN THE MONTH,YELLOW TAG
B012L011,NOMA1,PANDI EXPANSION,4,A,Batch 1A,CALISTA MID,48,40,"2,551,615.00",-,"2,551,615.00",Jan-27,3%,3%,Fallout,MEMO TERM,YELLOW TAG
B023L027,SOMA1,NAIC,1,B,Batch 2,CALISTA MID,44,40,"2,218,570.00",-,"2,218,570.00",Dec-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B023L046,SOMA1,NAIC,1,B,Batch 1,CALISTA MID,44,40,"2,218,570.00",-,"2,218,570.00",Nov-28,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B009L017,NOMA1,PANDI EXPANSION,4,A,Batch 4,CALISTA MID,48,40,"2,526,089.00",-,"2,526,089.00",Apr-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B028L044,SOMA1,IMPRESSIONS GEN TRI,1,,Batch 1,CALISTA END CORNER,128,40,"5,647,237.45","564,732.58","5,082,504.86",Oct-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B050L049,SOMA1,NAIC,2,A,Batch 3,CALISTA MID,44,40,"2,218,570.00",-,"2,218,570.00",Nov-26,12%,12%,Fallout,MEMO TERM,YELLOW TAG
B043L027,SOMA1,NAIC,2,A,Batch 5,CALISTA MID,61,40,"2,549,992.00",-,"2,549,992.00",Feb-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B013L016,NOMA1,PANDI EXPANSION,4,A,Batch 1A,CALISTA END CORNER,125,40,"4,999,840.00",-,"4,999,840.00",Mar-27,3%,3%,Fallout,MEMO TERM,YELLOW TAG
B020L059,NOMA1,GAPAN,1,,Batch 5,CALISTA MID,44,40,"1,940,047.00",-,"1,940,047.00",Oct-26,60%,60%,Fallout,RSBS WITHIN THE MONTH,YELLOW TAG
B011L009,NOMA1,PANDI EXPANSION,4,A,Batch 3,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",Mar-27,0%,0%,Fallout,MEMO TERM,YELLOW TAG
B043L029,SOMA1,NAIC,2,A,B5,CALISTA MID,60,40,"2,529,230.00",,"2,529,230.00",Feb-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B010L020,NOMA1,PANDI EXPANSION,4,A,2,CALISTA END,66,40,"3,220,870.00",,"3,220,870.00",Mar-27,0%,0%,REOPEN,RSBS WITHIN THE MONTH,YELLOW TAG
B004L023,NOMA1,BALIWAG,3,B,B1,CALISTA MID,46,41,"2,614,301.21",-,"2,614,301.21",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B004L026,NOMA1,BALIWAG,3,B,B1,CALISTA MID,46,41,"2,614,301.21",-,"2,614,301.21",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B004L027,NOMA1,BALIWAG,3,B,B1,CALISTA MID,46,41,"2,614,301.21",-,"2,614,301.21",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B004L030,NOMA1,BALIWAG,3,B,B1,CALISTA MID,46,41,"2,614,301.21",-,"2,614,301.21",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B004L031,NOMA1,BALIWAG,3,B,B1,CALISTA MID,46,41,"2,614,301.21",-,"2,614,301.21",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B004L032,NOMA1,BALIWAG,3,B,B1,CALISTA MID,46,41,"2,614,301.21",-,"2,614,301.21",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B004L033,NOMA1,BALIWAG,3,B,B1,CALISTA MID,46,41,"2,614,301.21",-,"2,614,301.21",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B004L051,NOMA1,BALIWAG,3,B,B1,CALISTA MID,44,41,"2,490,191.00",-,"2,490,191.00",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B004L052,NOMA1,BALIWAG,3,B,B1,CALISTA MID,44,41,"2,490,191.00",-,"2,490,191.00",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B001L004,NOMA1,BALIWAG,3,C,B1,UNNA REGULAR,151,54,"7,276,960.02","715,774.29","6,561,185.73",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B001L008,NOMA1,BALIWAG,3,C,B1,UNNA CORNER,102,54,"6,699,746.31","658,997.82","6,040,748.49",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B001L012,NOMA1,BALIWAG,3,C,B1,UNNA CORNER,113,54,"6,315,513.81","621,205.05","5,694,308.76",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B002L001,NOMA1,BALIWAG,3,C,B1,UNNA REGULAR,141,54,"6,942,134.83","682,835.88","6,259,298.96",Jul-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG
B029L007,NOMA1,GAPAN,1,,1,CALISTA MID,44,40,"1,969,092.00",-,"1,969,092.00",Dec-26,100%,80%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B037L017,SOMA1,NAIC,2,B,B3,CALISTA MID,44,40,"2,251,884.00",-,"2,251,884.00",Mar-26,100%,80%,Cancelled,RSBS WITHIN THE MONTH/SHOULD BE WITH RF AND SPOT DP UPON HOLDING,RED TAG
B013L005,NOMA1,PANDI EXPANSION,4,A,1A,CALISTA MID,44,40,"2,433,134.00",-,"2,433,134.00",Jan-27,3%,3%,Backout,RSBS WITHIN THE MONTH/SHOULD BE WITH RF AND SPOT DP UPON HOLDING,YELLOW TAG
B009L007,NOMA1,BALIWAG EXPANSION,5,,3,CALISTA END,66,40,"3,299,878.00",-,"3,299,878.00",May-28,0%,0%,Transferred / MEMO term,MEMO TERM,YELLOW TAG
B009L027,NOMA1,BALIWAG EXPANSION,5,,3,CALISTA END,66,40,"3,299,878",-,"3,299,878",Sep-27,0%,0%,Transferred / MEMO term,MEMO TERM,YELLOW TAG
B029L007,NOMA1,GAPAN,1,,Batch 1,CALISTA MID,44,40,"1,969,092",-,"1,969,092",Dec-26,100%,80%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B029L006,NOMA1,GAPAN,1,,Batch 1,CALISTA MID,44,40,"1,969,092.00",-,"1,969,092.00",Jun-26,100%,80%,Fallout,RSBS WITHIN THE MONTH,RED TAG
B007L037,NOMA1,BALIWAG EXPANSION,5,,3,CALISTA MID,44,40,"2,506,224.00",-,"2,506,224.00",Aug-27,0%,0%,MEMO TERM,MEMO TERM,YELLOW TAG
