UNIT CODE,GEO,PROJECT,PHASE,SUB PHASE,BATCH,UNIT TYPE,LOT AREA,FLOOR AREA,TCP,VAT,TCP w/o VAT,ESTIMATED TURNOVER DATE,S HOUSECON,SU & INVENTORY,APPLICABLE TERM,HOUSE CON TAG,,,
B021L032,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L033,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132.43",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L034,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132.43",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L035,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132.43",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L006,SOMA3,"STO. TOMAS, BATANGAS",1,B,2,CALISTA MID,52,40,"2,554,932.27",,"2,554,932",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L007,SOMA3,"STO. TOMAS, BATANGAS",1,B,2,CALISTA MID,52,40,"2,554,932.27",,"2,554,932.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L008,SOMA3,"STO. TOMAS, BATANGAS",1,B,2,CALISTA MID,52,40,"2,554,932.27",,"2,554,932.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B018L097,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CHRISTIE CORNER,177,90,"11,686,952.65","1,168,698","10,518,254.00",Nov-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B018L098,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CHRISTIE CORNER,169,90,"11,359,285.64","1,135,938","10,223,348.00",Nov-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B019L107,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CHRISTIE CORNER,148,90,"9,843,508.24","984,354","8,859,154.00",Nov-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B019L108,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CHRISTIE CORNER,148,90,"9,843,508.24","984,354","8,859,154.00",Nov-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L015,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,178,54,"8,544,543.14","854,458","7,690,085.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L016,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L017,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146.00","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L018,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146.00","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L019,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146.00","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L020,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L021,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L022,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L023,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L024,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400","568,146","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L025,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146.00","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L026,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146.00","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L027,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146.00","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L028,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146.00","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L029,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146.00","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L030,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146.00","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L031,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400.43","568,146.00","5,113,254.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L032,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,96,54,"5,681,400","568,146","5,113,254",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L033,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,98,54,"5,751,277","575,130","5,176,147",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L034,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,99,54,"5,786,165.41","578,621.00","5,207,544.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L035,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,99,54,"5,786,165.41","578,621.00","5,207,544.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L036,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,99,54,"5,786,165.41","578,621.00","5,207,544.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L037,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,102,54,"5,890,930.39","589,096.00","5,301,834.00",Dec-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L038,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,99,54,"5,786,165.41","578,621.00","5,207,544.00",Jan-2030,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L039,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,99,54,"5,786,165.41","578,621.00","5,207,544.00",Jan-2030,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L040,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,99,54,"5,786,165.41","578,621.00","5,207,544.00",Jan-2030,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L041,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,99,54,"5,786,165.41","578,621.00","5,207,544.00",Jan-2030,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L042,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,99,54,"5,786,165.41","578,621.00","5,207,544.00",Jan-2030,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L043,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,99,54,"5,786,165.41","578,621.00","5,207,544.00",Jan-2030,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L044,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,99,54,"5,786,165.41","578,621.00","5,207,544.00",Jan-2030,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B049L045,SOMA3,"STO. TOMAS, BATANGAS",3,A,1A,CARTLAND,99,54,"5,786,165.41","578,621.00","5,207,544.00",Jan-2030,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L017,SOMA3,EDITIONS BATULAO VOL.1,2,-,2,CORIN,145,120,"9,615,494.19","961,552.95","8,653,941.24",Mar-2027,0%,fallout,MEMO TERMS,YELLOW TAG,,,
B015L023,SOMA3,EDITIONS BATULAO VOL.2W,1,-,B1,CARTLAND,140,54,"6,745,594.87","674,560.17","6,071,034.71",Apr-2028,0%,fallout,MEMO TERMS,YELLOW TAG,,,
B012L012,SOMA3,IMPRESSIONS BATULAO,2,A,1,CALISTA MID,54,40,"2,936,438.00",-,"2,936,438.00",Jun-2028,0%,CANCELLED-with rf and spot upon holding,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B006L016,SOMA3,IMPRESSIONS BATULAO,2,A,3,CALISTA MID,60,40,"3,127,614.00",-,"3,127,614.00",Jan-2029,0%,CANCELLED-with rf and spot upon holding,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B001L020,SOMA3,LIPA COVE,4,C,1,DUA,99,48,"4,400,853.00","440,094.97","3,960,758.03",Dec-2027,0%,BACKOUT,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B024L036,SOMA3,LIPA COVE,4,B,1,AMANI MID,44,36,"2,014,048.00",-,"2,014,048.00",Sep-2026,12%,CANCELLED-with rf and spot upon holding,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B026L005,SOMA3,EDITIONS BATULAO VOL.2W,1,-,B3,CORIN CORNER,155,120,"10,198,135.96","1,019,821.71","9,178,314.25",Mar-2029,0%,fallout,MEMO TERMS,YELLOW TAG,,,
B006L001,SOMA3,EDITIONS BATULAO VOL.2W,1,-,B4,CHRISTIE CORNER,182,90,"9,596,371.86","959,643.41","8,636,728.44",Apr-2029,0%,fallout,MEMO TERMS,YELLOW TAG,,,
B025L005,SOMA3,"STO. TOMAS, BATANGAS",1,A,3,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.43",May-2027,0%,CANCELLED-with rf and spot upon holding,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B051L002,SOMA3,LIPA,3,B,,UNNA,113,54,"4,619,354","461,941","4,157,413",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B051L003,SOMA3,LIPA,3,B,,UNNA,112,54,"3,856,356.00",-,"3,856,356.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L002,SOMA3,LIPA,3,B,,UNNA,98,54,"3,856,217.00",-,"3,856,217.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L008,SOMA3,LIPA,3,B,,UNNA,93,54,"3,522,523.00",-,"3,522,523.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L010,SOMA3,LIPA,3,B,,UNNA,94,54,"3,540,094.00",-,"3,540,094.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L011,SOMA3,LIPA,3,B,,UNNA,94,54,"3,540,094.00",-,"3,540,094.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L012,SOMA3,LIPA,3,B,,UNNA,95,54,"3,557,664.00",-,"3,557,664.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L013,SOMA3,LIPA,3,B,,UNNA,95,54,"3,557,664.00",-,"3,557,664.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L014,SOMA3,LIPA,3,B,,UNNA,96,54,"3,816,031.00",-,"3,816,031.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L015,SOMA3,LIPA,3,B,,UNNA,96,54,"3,816,031.00",-,"3,816,031.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L016,SOMA3,LIPA,3,B,,UNNA,97,54,"3,836,124.00",-,"3,836,124.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L017,SOMA3,LIPA,3,B,,UNNA,97,54,"3,592,804.00",-,"3,592,804.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L018,SOMA3,LIPA,3,B,,UNNA,98,54,"3,610,374.00",-,"3,610,374.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L019,SOMA3,LIPA,3,B,,UNNA,99,54,"3,627,944.00",-,"3,627,944.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L020,SOMA3,LIPA,3,B,,UNNA,99,54,"3,627,944.00",-,"3,627,944.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B052L021,SOMA3,LIPA,3,B,,UNNA,101,54,"3,663,084.00",-,"3,663,084.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L001,SOMA3,LIPA,3,B,,UNNA CORNER,153,54,"6,157,867.00","615,789","5,542,077.69",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L002,SOMA3,LIPA,3,B,,UNNA CORNER,162,54,"5,945,087.00","594,513","5,350,574.11",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L003,SOMA3,LIPA,3,B,,UNNA,123,54,"4,790,382.00","479,044","4,311,337.54",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L004,SOMA3,LIPA,3,B,,UNNA,124,54,"4,812,311.00","481,233","4,331,077.73",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L005,SOMA3,LIPA,3,B,,UNNA,123,54,"4,790,382.00","479,044","4,311,337.54",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L006,SOMA3,LIPA,3,B,,UNNA,123,54,"4,790,382.00","479,044","4,311,337.54",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L007,SOMA3,LIPA,3,B,,UNNA,122,54,"4,768,553.00","476,856","4,291,697.36",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L008,SOMA3,LIPA,3,B,,UNNA,122,54,"4,768,553.00","476,856","4,291,697.36",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L009,SOMA3,LIPA,3,B,,UNNA,121,54,"4,746,624.00","474,667","4,271,957.17",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L010,SOMA3,LIPA,3,B,,UNNA,121,54,"4,746,624.00","474,667","4,271,957.17",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L011,SOMA3,LIPA,3,B,,UNNA,121,54,"4,746,624.00","474,667","4,271,957",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L012,SOMA3,LIPA,3,B,,UNNA,120,54,"4,724,695.00","472,478","4,252,217",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L013,SOMA3,LIPA,3,B,,UNNA,107,54,"4,440,219.00","444,023","3,996,196",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L014,SOMA3,LIPA,3,B,,UNNA,106,54,"4,418,290.00","441,835","3,976,455",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L015,SOMA3,LIPA,3,B,,UNNA,106,54,"4,418,290.00","441,835","3,976,455",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L016,SOMA3,LIPA,3,B,,UNNA,105,54,"4,396,361.00","439,646","3,956,715",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B053L017,SOMA3,LIPA,3,B,,UNNA CORNER,159,54,"6,317,057.00","631,710","5,685,347",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B054L002,SOMA3,LIPA,3,B,,UNNA,113,54,"3,873,926.00",-,"3,873,926",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B054L003,SOMA3,LIPA,3,B,,UNNA,100,54,"3,645,514.00",-,"3,645,514",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B054L005,SOMA3,LIPA,3,B,,UNNA,100,54,"3,645,514.00",-,"3,645,514",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B054L006,SOMA3,LIPA,3,B,,UNNA,100,54,"3,645,514.00",-,"3,645,514",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B054L007,SOMA3,LIPA,3,B,,UNNA,100,54,"3,645,514.00",-,"3,645,514.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B054L008,SOMA3,LIPA,3,B,,UNNA,100,54,"3,645,514.00",-,"3,645,514.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B054L009,SOMA3,LIPA,3,B,,UNNA,100,54,"3,645,514.00",-,"3,645,514",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B054L010,SOMA3,LIPA,3,B,,UNNA,100,54,"3,645,514.00",-,"3,645,514.00",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B054L011,SOMA3,LIPA,3,B,,UNNA,161,54,"5,690,314.00","569,037","5,121,276.76",,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
